Date,VN-Index,S&P500,STOXX,VND/USD,VND/EUR,interest rate,inflation,GDP
10/31/2014,600.84,2018.050049,336.7999878,21058,26356,6.5,3.23,47228.5
11/3/2014,603.15,2017.810059,334.25,21270,26374,6.5,2.6,47228.5
11/4/2014,598.39,2012.099976,330.8800049,20912,26374,6.5,2.6,47228.5
11/5/2014,597.01,2023.569946,336.3599854,20939,26240,6.5,2.6,47228.5
11/6/2014,597.85,2031.209961,337.0799866,21204,26139,6.5,2.6,47228.5
11/7/2014,602.59,2031.920044,335.25,20869,26246,6.5,2.6,47228.5
11/10/2014,602.12,2038.26001,337.7099915,21037,25994,6.5,2.6,47228.5
11/11/2014,604.23,2039.680054,338.9299927,20870,26136,6.5,2.6,47228.5
11/12/2014,604.01,2038.25,335.0899963,21019,26033,6.5,2.6,47228.5
11/13/2014,603.16,2039.329956,335.8599854,20985,26133,6.5,2.6,47228.5
11/14/2014,600.36,2039.819946,335.6300049,20867,26178,6.5,2.6,47228.5
11/17/2014,600.93,2041.319946,337.25,21092,26138,6.5,2.6,47228.5
11/18/2014,594.25,2051.800049,339.2999878,21063,26260,6.5,2.6,47228.5
11/19/2014,588.35,2048.719971,339.1499939,21024,26366,6.5,2.6,47228.5
11/20/2014,593.32,2052.75,338.2799988,21020,26364,6.5,2.6,47228.5
11/21/2014,588.03,2063.5,345.2399902,21038,26365,6.5,2.6,47228.5
11/24/2014,582.53,2069.409912,345.7200012,20983,26162,6.5,2.6,47228.5
11/25/2014,585.91,2067.030029,346.2799988,21001,26104,6.5,2.6,47228.5
11/26/2014,576.04,2072.830078,346.2799988,20983,26193,6.5,2.6,47228.5
11/27/2014,572.89,2072.830078,347.4899902,21100,26235,6.5,2.6,47228.5
11/28/2014,566.58,2067.560059,347.25,21070,26303,6.5,2.6,47228.5
12/1/2014,568.01,2053.439941,345.6400146,21075,26235,6.5,1.84,47228.5
12/2/2014,569.43,2066.550049,347.3699951,21158,26261,6.5,1.84,47228.5
12/3/2014,574.88,2074.330078,349.3399963,21036,26202,6.5,1.84,47228.5
12/4/2014,578.38,2071.919922,344.8399963,21012,25928,6.5,1.84,47228.5
12/5/2014,578.76,2075.370117,350.9700012,21011,25863,6.5,1.84,47228.5
12/8/2014,571.68,2060.310059,348.6099854,21013,25950,6.5,1.84,47228.5
12/9/2014,555.31,2059.820068,340.480011,21023,25773,6.5,1.84,47228.5
12/10/2014,557.19,2026.140015,339.3200073,21054,25983,6.5,1.84,47228.5
12/11/2014,550.11,2035.329956,339.3099976,21055,26040,6.5,1.84,47228.5
12/12/2014,553.93,2002.329956,330.5400085,21070,26228,6.5,1.84,47228.5
12/15/2014,547.93,1989.630005,323.2900085,21056,26241,6.5,1.84,47228.5
12/16/2014,535.14,1972.73999,328.8800049,21058,26178,6.5,1.84,47228.5
12/17/2014,518.22,2012.890015,329.3399963,21063,26421,6.5,1.84,47228.5
12/18/2014,528.45,2061.22998,339.0499878,21079,26246,6.5,1.84,47228.5
12/19/2014,523.09,2070.649902,340.2999878,21060,25939,6.5,1.84,47228.5
12/22/2014,537.54,2078.540039,341.9700012,21052,25828,6.5,1.84,47228.5
12/23/2014,537.88,2082.169922,344.0599976,21067,25816,6.5,1.84,47228.5
12/24/2014,539.44,2081.879883,344.0599976,21059,25747,6.5,1.84,47228.5
12/25/2014,532.01,2081.879883,344.0599976,21370,25747,6.5,1.84,47228.5
12/26/2014,533.37,2088.77002,344.0599976,21370,25747,6.5,1.84,47228.5
12/29/2014,532.68,2090.570068,344.0599976,21019,25692,6.5,1.84,47228.5
12/30/2014,537.57,2080.350098,341.019989,21086,25629,6.5,1.84,47228.5
12/31/2014,545.63,2058.899902,341.019989,21062,25625,6.5,1.84,47228.5
1/5/2015,544.45,2020.579956,333.9899902,21046,25382,6.5,0.94,47598.21
1/6/2015,549.66,2002.609985,331.6099854,21097,25061,6.5,0.94,47598.21
1/7/2015,552.05,2025.900024,333.2000122,21083,25090,6.5,0.94,47598.21
1/8/2015,553.47,2062.139893,342.3500061,21061,24943,6.5,0.94,47598.21
1/9/2015,569.73,2044.810059,337.9299927,21021,24781,6.5,0.94,47598.21
1/12/2015,574.32,2028.26001,339.8699951,21020,24837,6.5,0.94,47598.21
1/13/2015,580.6,2023.030029,344.769989,21005,24785,6.5,0.94,47598.21
1/14/2015,577.01,2011.27002,339.6700134,20991,24772,6.5,0.94,47598.21
1/15/2015,577.74,1992.670044,348.4500122,21007,24682,6.5,0.94,47598.21
1/16/2015,574.81,2019.420044,352.3999939,20988,24562,6.5,0.94,47598.21
1/19/2015,571.51,2019.420044,353.1799927,20993,24326,6.5,0.94,47598.21
1/20/2015,572.22,2022.550049,355.9599915,21004,24347,6.5,0.94,47598.21
1/21/2015,569.12,2032.119995,358.1199951,21036,24340,6.5,0.94,47598.21
1/22/2015,574.54,2063.149902,364.0499878,21009,24351,6.5,0.94,47598.21
1/23/2015,582.38,2051.820068,370.3699951,20922,24435,6.5,0.94,47598.21
1/26/2015,580.64,2057.090088,372.3900146,20982,23451,6.5,0.94,47598.21
1/27/2015,579.3,2029.550049,368.7000122,20981,23559,6.5,0.94,47598.21
1/28/2015,583.76,2002.160034,369.0799866,20988,23665,6.5,0.94,47598.21
1/29/2015,583.28,2021.25,368.7600098,20996,23851,6.5,0.94,47598.21
1/30/2015,576.07,1994.98999,367.0499878,21074,23744,6.5,0.94,47598.21
2/2/2015,570.37,2020.849976,367.2799988,20991,23786,6.5,0.34,47598.21
2/3/2015,557.47,2050.030029,370.2799988,20973,23774,6.5,0.34,47598.21
2/4/2015,561.45,2041.51001,372.1000061,21058,23808,6.5,0.34,47598.21
2/5/2015,567.17,2062.52002,372.5100098,20979,24052,6.5,0.34,47598.21
2/6/2015,574.13,2055.469971,373.3099976,20978,23981,6.5,0.34,47598.21
2/9/2015,573.55,2046.73999,370.5499878,20961,24012,6.5,0.34,47598.21
2/10/2015,574.52,2068.590088,372.9400024,20970,23726,6.5,0.34,47598.21
2/11/2015,581.76,2068.530029,372.0400085,20968,23665,6.5,0.34,47598.21
2/12/2015,584.67,2088.47998,374.8299866,20943,23721,6.5,0.34,47598.21
2/13/2015,587.24,2096.98999,377.0700073,20986,23801,6.5,0.34,47598.21
2/24/2015,596.95,2115.47998,387.25,20978,23728,6.5,0.34,47598.21
2/25/2015,592.66,2113.860107,386.7600098,21011,23758,6.5,0.34,47598.21
2/26/2015,596.72,2110.73999,390.6900024,21018,23835,6.5,0.34,47598.21
2/27/2015,592.57,2104.5,392.2099915,20984,23848,6.5,0.34,47598.21
3/2/2015,590.73,2117.389893,391.2900085,20989,23559,6.5,0.93,47598.21
3/3/2015,596.72,2107.780029,387.6799927,20987,23562,6.5,0.93,47598.21
3/4/2015,600.39,2098.530029,390.6099854,21004,23421,6.5,0.93,47598.21
3/5/2015,596.91,2101.040039,393.7799988,20994,23374,6.5,0.93,47598.21
3/6/2015,593.97,2071.26001,394.1799927,20968,23196,6.5,0.93,47598.21
3/9/2015,588.44,2079.429932,393.1900024,20982,22954,6.5,0.93,47598.21
3/10/2015,589.66,2044.160034,389.6600037,20978,22793,6.5,0.93,47598.21
3/11/2015,586.54,2040.23999,395.480011,20974,22525,6.5,0.93,47598.21
3/12/2015,588.53,2065.949951,395.3599854,20996,22240,6.5,0.93,47598.21
3/13/2015,586.1,2053.399902,396.6099854,21003,22331,6.5,0.93,47598.21
3/16/2015,580.8,2081.189941,400.1799927,21089,22204,6.5,0.93,47598.21
3/17/2015,581.76,2074.280029,397.3299866,21066,22213,6.5,0.93,47598.21
3/18/2015,578.68,2099.5,398.6499939,21113,22395,6.5,0.93,47598.21
3/19/2015,573.74,2089.27002,400.8299866,21142,22402,6.5,0.93,47598.21
3/20/2015,575.44,2108.100098,404.0100098,21078,22589,6.5,0.93,47598.21
3/23/2015,570.89,2104.419922,401.2399902,21149,22629,6.5,0.93,47598.21
3/24/2015,567.43,2091.5,402.4899902,21168,23052,6.5,0.93,47598.21
3/25/2015,560.93,2061.050049,397.9500122,21475,23052,6.5,0.93,47598.21
3/26/2015,556.16,2056.149902,394.5400085,21144,23254,6.5,0.93,47598.21
3/27/2015,551.42,2061.02002,395.5400085,21154,23253,6.5,0.93,47598.21
3/30/2015,545.19,2086.23999,399.8399963,21186,22935,6.5,0.93,47598.21
3/31/2015,551.13,2067.889893,397.2999878,21188,22748,6.5,0.93,47598.21
4/1/2015,538.91,2059.689941,398.519989,21115,22797,6.5,0.99,47817.9
4/2/2015,546.85,2066.959961,397.7999878,21575,22956,6.5,0.99,47817.9
4/3/2015,547.85,2066.959961,397.7999878,21575,22956,6.5,0.99,47817.9
4/6/2015,542.97,2080.620117,397.7999878,21229,22956,6.5,0.99,47817.9
4/7/2015,548.11,2076.330078,404.3399963,21241,23060,6.5,0.99,47817.9
4/8/2015,547.72,2081.899902,404.6600037,21220,23088,6.5,0.99,47817.9
4/9/2015,550.52,2091.179932,409.1499939,21217,22854,6.5,0.99,47817.9
4/10/2015,554.03,2102.060059,412.9299927,21217,22854,6.5,0.99,47817.9
4/13/2015,559.54,2092.429932,413.6300049,21228,22343,6.5,0.99,47817.9
4/14/2015,558.67,2095.840088,411.7000122,21217,22437,6.5,0.99,47817.9
4/15/2015,564.5,2106.629883,414.0599976,21121,22473,6.5,0.99,47817.9
4/16/2015,568.28,2104.98999,410.9299927,21234,22743,6.5,0.99,47817.9
4/17/2015,568.32,2081.179932,403.6900024,21234,22743,6.5,0.99,47817.9
4/20/2015,565.04,2100.399902,406.8699951,21555,22750,6.5,0.99,47817.9
4/21/2015,562.24,2097.290039,409.1199951,21555,22655,6.5,0.99,47817.9
4/22/2015,562.51,2107.959961,408.9899902,21550,22847,6.5,0.99,47817.9
4/23/2015,561.25,2112.929932,407.1799927,21565,22789,6.5,0.99,47817.9
4/24/2015,565.77,2117.689941,408.4200134,21565,22789,6.5,0.99,47817.9
4/27/2015,562.4,2108.919922,412.4200134,21575,23015,6.5,0.99,47817.9
5/4/2015,545.08,2114.48999,396.8200073,21610,23686,6.5,0.95,47817.9
5/5/2015,552.65,2089.459961,391.0100098,21620,23683,6.5,0.95,47817.9
5/6/2015,549.3,2080.149902,388.6799927,21645,23907,6.5,0.95,47817.9
5/7/2015,552.98,2088,388.980011,21650,24195,6.5,0.95,47817.9
5/8/2015,554.51,2116.100098,400.1600037,21650,24195,6.5,0.95,47817.9
5/11/2015,551.67,2105.330078,401.3399963,21680,23815,6.5,0.95,47817.9
5/12/2015,544.41,2099.120117,396.0899963,21700,24031,6.5,0.95,47817.9
5/13/2015,542.82,2098.47998,395.4599915,21735,24000,6.5,0.95,47817.9
5/14/2015,543.69,2121.100098,395.4599915,21700,24521,6.5,0.95,47817.9
5/15/2015,537.44,2122.72998,396.4500122,21700,24521,6.5,0.95,47817.9
5/18/2015,528.95,2129.199951,398.0899963,21770,24479,6.5,0.95,47817.9
5/19/2015,536.82,2127.830078,404.7799988,21790,24044,6.5,0.95,47817.9
5/20/2015,550.1,2125.850098,406.4200134,21785,23792,6.5,0.95,47817.9
5/21/2015,552.56,2130.820068,407.8699951,21770,23953,6.5,0.95,47817.9
5/22/2015,561.82,2126.060059,407.7399902,21770,23953,6.5,0.95,47817.9
5/25/2015,563,2126.060059,407.7399902,21800,23565,6.5,0.95,47817.9
5/26/2015,567.2,2104.199951,403.6099854,21780,23393,6.5,0.95,47817.9
5/27/2015,566.48,2123.47998,408.8800049,21785,23329,6.5,0.95,47817.9
5/28/2015,572.97,2120.790039,406.8299866,21785,23437,6.5,0.95,47817.9
5/29/2015,569.56,2107.389893,399.8699951,21785,23437,6.5,0.95,47817.9
6/1/2015,574.98,2111.72998,400.5700073,21790,23430,6.5,1,47817.9
6/2/2015,570.31,2109.600098,396.4500122,21790,23640,6.5,1,47817.9
6/3/2015,567.9,2114.070068,395.9299927,21790,23864,6.5,1,47817.9
6/4/2015,568.99,2095.840088,392.6499939,21785,24381,6.5,1,47817.9
6/5/2015,578.07,2092.830078,389,21785,24381,6.5,1,47817.9
6/8/2015,579.83,2079.280029,385.3900146,21790,23882,6.5,1,47817.9
6/9/2015,574.47,2080.149902,383.8699951,21775,24160,6.5,1,47817.9
6/10/2015,574.1,2105.199951,390.7799988,21770,24223,6.5,1,47817.9
6/11/2015,581.05,2108.860107,393,21770,24150,6.5,1,47817.9
6/12/2015,582.73,2094.110107,389.3800049,21770,24150,6.5,1,47817.9
6/15/2015,586.48,2084.429932,383.019989,21775,24056,6.5,1,47817.9
6/16/2015,580.35,2096.290039,385.4899902,21785,24128,6.5,1,47817.9
6/17/2015,578.87,2100.439941,383.7399902,21785,24132,6.5,1,47817.9
6/18/2015,580.35,2121.23999,384.2200012,21780,24458,6.5,1,47817.9
6/19/2015,584.7,2109.98999,385.5899963,21780,24458,6.5,1,47817.9
6/22/2015,594.08,2122.850098,394.25,21780,24333,6.5,1,47817.9
6/23/2015,593.07,2124.199951,398.8299866,21790,24065,6.5,1,47817.9
6/24/2015,590.02,2108.580078,397.3200073,21780,24027,6.5,1,47817.9
6/25/2015,587.99,2102.310059,396.3900146,21790,24035,6.5,1,47817.9
6/26/2015,581.75,2101.48999,396.8500061,21790,24035,6.5,1,47817.9
6/29/2015,591.75,2057.639893,386.1700134,21785,23869,6.5,1,47817.9
6/30/2015,593.05,2063.110107,381.3099976,21780,23997,6.5,1,47817.9
7/1/2015,591.5,2077.419922,387.0700073,21780,23824,6.5,0.9,47902.23
7/2/2015,605.7,2076.780029,385.4599915,21780,23741,6.5,0.9,47902.23
7/3/2015,616.43,2076.780029,383.4200134,21780,23741,6.5,0.9,47902.23
7/6/2015,625.22,2068.76001,378.6799927,21474,23660,6.5,0.9,47902.23
7/7/2015,630.27,2081.340088,372.7399902,21443,23547,6.5,0.9,47902.23
7/8/2015,623.17,2046.680054,372.8800049,21440,23620,6.5,0.9,47902.23
7/9/2015,622.1,2051.310059,381.0599976,21428,23684,6.5,0.9,47902.23
7/10/2015,627.28,2076.620117,388.7999878,21428,23684,6.5,0.9,47902.23
7/13/2015,634.1,2099.600098,396.4599915,21431,23733,6.5,0.9,47902.23
7/14/2015,638.69,2108.949951,398.2999878,21445,23636,6.5,0.9,47902.23
7/15/2015,630.89,2107.399902,400.0299988,21436,23634,6.5,0.9,47902.23
7/16/2015,626.9,2124.290039,405.4299927,21443,23346,6.5,0.9,47902.23
7/17/2015,628.63,2126.639893,405.6799927,21443,23346,6.5,0.9,47902.23
7/20/2015,620.54,2128.280029,406.7999878,21449,23250,6.5,0.9,47902.23
7/21/2015,616.61,2119.209961,402.6600037,21456,23291,6.5,0.9,47902.23
7/22/2015,629.85,2114.149902,400.2799988,21453,23438,6.5,0.9,47902.23
7/23/2015,632.01,2102.149902,398.1000061,21457,23586,6.5,0.9,47902.23
7/24/2015,631.26,2079.649902,394.6400146,21457,23586,6.5,0.9,47902.23
7/27/2015,635.46,2067.639893,385.9100037,21450,23748,6.5,0.9,47902.23
7/28/2015,631.47,2093.25,390.019989,21476,23667,6.5,0.9,47902.23
7/29/2015,624.7,2108.570068,394.0100098,21449,23715,6.5,0.9,47902.23
7/30/2015,626.57,2108.629883,396.2399902,21465,23515,6.5,0.9,47902.23
7/31/2015,621.06,2103.840088,396.3699951,21465,23515,6.5,0.9,47902.23
8/3/2015,609.47,2098.040039,399.4400024,21445,23515,6.5,0.61,47902.23
8/4/2015,600.76,2093.320068,398.75,21371,23551,6.5,0.61,47902.23
8/5/2015,607.08,2099.840088,403.9299927,21452,23310,6.5,0.61,47902.23
8/6/2015,601.04,2083.560059,400.7000122,21445,23392,6.5,0.61,47902.23
8/7/2015,603.76,2077.570068,397.0700073,21445,23392,6.5,0.61,47902.23
8/10/2015,614.53,2104.179932,399.8200073,21469,23447,6.5,0.61,47902.23
8/11/2015,613.05,2084.070068,393.6099854,21663,23686,6.5,0.61,47902.23
8/12/2015,604.24,2086.050049,382.9899902,21722,24150,6.5,0.61,47902.23
8/13/2015,594.26,2083.389893,386.6900024,21859,24153,6.5,0.61,47902.23
8/14/2015,589.03,2091.540039,386.2399902,21859,24153,6.5,0.61,47902.23
8/17/2015,573.15,2102.439941,387.2600098,21734,24095,6.5,0.61,47902.23
8/18/2015,580.22,2096.919922,388.1300049,21858,24043,6.5,0.61,47902.23
8/19/2015,577.82,2079.610107,381.3099976,22051,24300,6.5,0.61,47902.23
8/20/2015,566.69,2035.72998,373.4400024,22155,24631,6.5,0.61,47902.23
8/21/2015,556.3,1970.890015,361.2799988,22155,24631,6.5,0.61,47902.23
8/24/2015,526.93,1893.209961,342.0100098,22175,25504,6.5,0.61,47902.23
8/25/2015,529.98,1867.609985,356.3599854,22192,25517,6.5,0.61,47902.23
8/26/2015,545.89,1940.51001,350.1400146,22123,25346,6.5,0.61,47902.23
8/27/2015,555.81,1987.660034,362.269989,22107,24966,6.5,0.61,47902.23
8/28/2015,570.87,1988.869995,363.2799988,22107,24966,6.5,0.61,47902.23
8/31/2015,564.75,1972.180054,362.7900085,22146,24802,6.5,0.61,47902.23
9/1/2015,562.31,1913.849976,352.8900146,22150,24946,6.5,0,47902.23
9/3/2015,554.3,1951.130005,362.2399902,22115,24842,6.5,0,47902.23
9/4/2015,556.81,1921.219971,353.1099854,22115,24842,6.5,0,47902.23
9/7/2015,554.93,1921.219971,354.8099976,22113,24651,6.5,0,47902.23
9/8/2015,566.72,1969.410034,359,22117,24681,6.5,0,47902.23
9/9/2015,572.34,1942.040039,363.769989,22128,24666,6.5,0,47902.23
9/10/2015,572.07,1952.290039,359.3399963,22123,24752,6.5,0,47902.23
9/11/2015,566.74,1961.050049,355.7200012,22123,24752,6.5,0,47902.23
9/14/2015,562.17,1953.030029,353.6300049,22147,25058,6.5,0,47902.23
9/15/2015,563.27,1978.089966,356.4299927,22150,25042,6.5,0,47902.23
9/16/2015,564.13,1995.310059,361.8699951,22152,24841,6.5,0,47902.23
9/17/2015,562.48,1990.199951,361.2099915,22116,25067,6.5,0,47902.23
9/18/2015,566.25,1958.030029,354.769989,22116,25067,6.5,0,47902.23
9/21/2015,572.12,1966.969971,357.8299866,22112,24950,6.5,0,47902.23
9/22/2015,573.2,1942.73999,346.6700134,22123,24683,6.5,0,47902.23
9/23/2015,572.72,1938.76001,346.9700012,22125,24692,6.5,0,47902.23
9/24/2015,570.25,1932.23999,339.6300049,22145,24856,6.5,0,47902.23
9/25/2015,570.38,1931.339966,349.2799988,22145,24856,6.5,0,47902.23
9/28/2015,564.88,1881.77002,341.5700073,22135,24728,6.5,0,47902.23
9/29/2015,561.19,1884.089966,339.230011,22105,24864,6.5,0,47902.23
9/30/2015,562.64,1920.030029,347.769989,22112,24809,6.5,0,47902.23
10/1/2015,563.54,1923.819946,346.230011,22123,24653,6.5,0,47212.94
10/2/2015,562.31,1951.359985,347.8599854,22123,24653,6.5,0,47212.94
10/5/2015,570,1987.050049,358.3299866,21996,24874,6.5,0,47212.94
10/6/2015,581.29,1979.920044,360.4100037,22048,24783,6.5,0,47212.94
10/7/2015,579.57,1995.829956,360.9299927,21855,24824,6.5,0,47212.94
10/8/2015,586.78,2013.430054,361.6099854,21871,24672,6.5,0,47212.94
10/9/2015,588.02,2014.890015,362.8200073,21871,24672,6.5,0,47212.94
10/12/2015,592.1,2017.459961,361.7900085,22048,25015,6.5,0,47212.94
10/13/2015,590.84,2003.689941,358.4700012,22033,25086,6.5,0,47212.94
10/14/2015,589.98,1994.23999,355.8099976,21980,25143,6.5,0,47212.94
10/15/2015,592.4,2023.859985,360.9899902,21907,25145,6.5,0,47212.94
10/16/2015,593.02,2033.109985,363.1300049,21907,25145,6.5,0,47212.94
10/19/2015,594.61,2033.660034,364.25,21987,24856,6.5,0,47212.94
10/20/2015,590.45,2030.77002,362.6700134,21964,25021,6.5,0,47212.94
10/21/2015,590.24,2018.939941,362.6400146,22393,24933,6.5,0,47212.94
10/22/2015,595.08,2052.51001,369.9899902,21963,24813,6.5,0,47212.94
10/23/2015,601.74,2075.149902,377.3599854,21963,24813,6.5,0,47212.94
10/26/2015,598.61,2071.179932,375.8900146,21969,24347,6.5,0,47212.94
10/27/2015,598.44,2065.889893,371.8800049,21961,24213,6.5,0,47212.94
10/28/2015,596.24,2090.350098,375.8299866,21970,24289,6.5,0,47212.94
10/29/2015,605.2,2089.409912,375.7000122,21973,24305,6.5,0,47212.94
10/30/2015,607.37,2079.360107,375.4700012,21961,24066,6.5,0,47212.94
11/2/2015,602.76,2104.050049,376.75,21948,24186,6.5,0.34,47212.94
11/3/2015,611.71,2109.790039,378.3599854,21948,24170,6.5,0.34,47212.94
11/4/2015,610.6,2102.310059,380.2799988,21933,24087,6.5,0.34,47212.94
11/5/2015,615.18,2099.929932,378.7600098,21968,23988,6.5,0.34,47212.94
11/6/2015,612.36,2099.199951,379.9500122,21991,23868,6.5,0.34,47212.94
11/9/2015,610.66,2078.580078,375.8800049,22112,23916,6.5,0.34,47212.94
11/10/2015,605.27,2081.719971,376.269989,22031,23776,6.5,0.34,47212.94
11/11/2015,603.53,2075,378.7099915,21955,23638,6.5,0.34,47212.94
11/12/2015,605.58,2045.969971,372.5599976,21832,23596,6.5,0.34,47212.94
11/13/2015,611.27,2023.040039,369.5299988,22048,23603,6.5,0.34,47212.94
11/16/2015,609.21,2053.189941,370.6400146,22081,23790,6.5,0.34,47212.94
11/17/2015,605.05,2050.439941,379.8800049,22141,23704,6.5,0.34,47212.94
11/18/2015,603.34,2083.580078,379.3299866,22076,23567,6.5,0.34,47212.94
11/19/2015,601.9,2081.23999,380.9599915,22100,23556,6.5,0.34,47212.94
11/20/2015,604.46,2089.169922,381.7900085,22167,23673,6.5,0.34,47212.94
11/23/2015,599.99,2086.590088,380.3699951,22088,23603,6.5,0.34,47212.94
11/24/2015,593.83,2089.139893,375.6400146,22112,23493,6.5,0.34,47212.94
11/25/2015,595.7,2088.870117,380.8399963,22060,23542,6.5,0.34,47212.94
11/26/2015,590.4,2088.870117,384.3699951,22130,23428,6.5,0.34,47212.94
11/27/2015,582.86,2090.110107,383.6700134,22080,23474,6.5,0.34,47212.94
11/30/2015,573.2,2080.409912,385.4299927,22121,23388,6.5,0.34,47212.94
12/1/2015,570.41,2102.629883,384.2399902,22052,23393,6.5,0.6,47212.94
12/2/2015,574.42,2079.51001,384.1700134,22098,23435,6.5,0.6,47212.94
12/3/2015,574.38,2049.620117,372.1099854,21343,23440,6.5,0.6,47212.94
12/4/2015,571.62,2091.689941,370.5899963,22124,23318,6.5,0.6,47212.94
12/7/2015,563.62,2077.070068,372.480011,22049,24069,6.5,0.6,47212.94
12/8/2015,574.15,2063.590088,365.75,22025,23889,6.5,0.6,47212.94
12/9/2015,565.2,2047.619995,364.1900024,21917,24001,6.5,0.6,47212.94
12/10/2015,561.04,2052.22998,363.2099915,22055,24157,6.5,0.6,47212.94
12/11/2015,563.43,2012.369995,355.7900085,22091,24157,6.5,0.6,47212.94
12/14/2015,562.22,2021.939941,349.5400085,22112,24288,6.5,0.6,47212.94
12/15/2015,568,2043.410034,359.5799866,22343,24322,6.5,0.6,47212.94
12/16/2015,572.55,2073.070068,360.4299927,22197,24415,6.5,0.6,47212.94
12/17/2015,577.11,2041.890015,364.8999939,22197,24218,6.5,0.6,47212.94
12/18/2015,568.18,2005.550049,361.230011,22108,24044,6.5,0.6,47212.94
12/21/2015,566.9,2021.150024,357.1499939,22078,24019,6.5,0.6,47212.94
12/22/2015,566.35,2038.969971,356.8699951,22157,24095,6.5,0.6,47212.94
12/23/2015,564.27,2064.290039,366.3900146,22212,24275,6.5,0.6,47212.94
12/24/2015,566.17,2060.98999,366.3900146,22132,24229,6.5,0.6,47212.94
12/25/2015,567.67,2060.98999,366.3900146,22106,24266,6.5,0.6,47212.94
12/28/2015,569.9,2056.5,364.4899902,22152,24266,6.5,0.6,47212.94
12/29/2015,576.29,2078.360107,369.6799927,22213,24298,6.5,0.6,47212.94
12/30/2015,579.45,2063.360107,367.7000122,22095,24261,6.5,0.6,47212.94
12/31/2015,579.03,2043.939941,367.7000122,22185,24139,6.5,0.6,47212.94
1/4/2016,574.41,2012.660034,356.6600037,22320,24090,6.5,0.8,48152.43
1/5/2016,569.94,2016.709961,358.8800049,22141,24169,6.5,0.8,48152.43
1/6/2016,574.57,1990.26001,354.3500061,22034,23796,6.5,0.8,48152.43
1/7/2016,565.36,1943.089966,346.5100098,22014,23752,6.5,0.8,48152.43
1/8/2016,560.05,1922.030029,341.3500061,22002,24046,6.5,0.8,48152.43
1/11/2016,557.87,1923.670044,340.230011,22162,24037,6.5,0.8,48152.43
1/12/2016,564.26,1938.680054,343.2200012,22058,24068,6.5,0.8,48152.43
1/13/2016,560.37,1890.280029,344.6300049,21937,23948,6.5,0.8,48152.43
1/14/2016,553.03,1921.839966,339.4200134,22083,23861,6.5,0.8,48152.43
1/15/2016,543.04,1880.329956,329.8399963,22027,24128,6.5,0.8,48152.43
1/18/2016,526.37,1880.329956,328.6400146,22038,24037,6.5,0.8,48152.43
1/19/2016,535.77,1881.329956,332.9299927,21961,24002,6.5,0.8,48152.43
1/20/2016,529.44,1859.329956,322.2900085,22090,23955,6.5,0.8,48152.43
1/21/2016,521.88,1868.98999,328.5100098,22112,24058,6.5,0.8,48152.43
1/22/2016,522.24,1906.900024,338.3599854,22094,24039,6.5,0.8,48152.43
1/25/2016,542.35,1877.079956,336.269989,21945,23857,6.5,0.8,48152.43
1/26/2016,537.73,1903.630005,339.2000122,21878,23813,6.5,0.8,48152.43
1/27/2016,542.69,1882.949951,340.2399902,21889,23772,6.5,0.8,48152.43
1/28/2016,539.47,1893.359985,334.8900146,21833,23856,6.5,0.8,48152.43
1/29/2016,545.25,1940.23999,342.269989,22032,23888,6.5,0.8,48152.43
2/1/2016,540.56,1939.380005,341.6099854,21874,23863,6.5,1.27,48152.43
2/2/2016,536.45,1903.030029,334.5899963,21928,23823,6.5,1.27,48152.43
2/3/2016,539.07,1912.530029,329.4299927,21611,23947,6.5,1.27,48152.43
2/4/2016,542.15,1915.449951,328.7600098,21920,23947,6.5,1.27,48152.43
2/5/2016,544.75,1880.050049,325.8999939,21949,24500,6.5,1.27,48152.43
2/15/2016,543.79,1880.050049,321.7600098,22007,24720,6.5,1.27,48152.43
2/16/2016,548.05,1895.579956,320.3699951,22007,24636,6.5,1.27,48152.43
2/17/2016,547.05,1926.819946,328.769989,22084,24561,6.5,1.27,48152.43
2/18/2016,552.49,1917.829956,328.9100037,21995,24570,6.5,1.27,48152.43
2/19/2016,554.03,1917.780029,326.3699951,21942,24430,6.5,1.27,48152.43
2/22/2016,560.71,1945.5,331.8200073,22036,24424,6.5,1.27,48152.43
2/23/2016,561.28,1921.27002,327.7799988,22011,24298,6.5,1.27,48152.43
2/24/2016,568.04,1929.800049,320.230011,21897,24201,6.5,1.27,48152.43
2/25/2016,562.82,1951.699951,326.5400085,21965,24122,6.5,1.27,48152.43
2/26/2016,566.11,1948.050049,331.5400085,22140,24214,6.5,1.27,48152.43
2/29/2016,559.37,1932.22998,333.9200134,21941,24199,6.5,1.27,48152.43
3/1/2016,561.56,1978.349976,338.7200012,21951,23874,6.5,1.69,48152.43
3/2/2016,570.18,1986.449951,340.9700012,21947,23854,6.5,1.69,48152.43
3/3/2016,570.39,1993.400024,339.4200134,21787,23819,6.5,1.69,48152.43
3/4/2016,573.65,1999.98999,341.7999878,21883,23864,6.5,1.69,48152.43
3/7/2016,576.2,2001.76001,340.9299927,21919,24086,6.5,1.69,48152.43
3/8/2016,574.71,1979.26001,337.480011,21949,24014,6.5,1.69,48152.43
3/9/2016,571.71,1989.26001,339.1400146,21933,24162,6.5,1.69,48152.43
3/10/2016,575.91,1989.569946,333.5,21923,24066,6.5,1.69,48152.43
3/11/2016,577.26,2022.189941,342.230011,21844,24067,6.5,1.69,48152.43
